ticket_id,airline_name_id,airline_name,flight_number_id,flight_number,class_id,class,price_id,price
21525,6,Air_India,1127,AI-424,1,Economy,6495,12307
21526,1,SpiceJet,1114,SG-4025,1,Economy,6485,12563
21527,5,Indigo,1076,6E-394,1,Economy,6496,13157
21528,1,SpiceJet,1073,SG-337,1,Economy,6497,13287
21529,2,AirAsia,915,I5-991,1,Economy,215,13725
21530,6,Air_India,827,AI-573,1,Economy,6432,13524
21531,6,Air_India,1133,AI-526,1,Economy,6498,13734
21532,5,Indigo,1150,6E-6965,1,Economy,239,14255
21533,6,Air_India,1089,AI-765,1,Economy,1562,14364
21534,5,Indigo,1071,6E-715,1,Economy,6499,14417
21535,3,Vistara,1080,UK-772,1,Economy,1945,14784
21536,5,Indigo,1151,6E-563,1,Economy,6500,14732
21537,5,Indigo,1086,6E-6021,1,Economy,6397,14789
21538,6,Air_India,1089,AI-765,1,Economy,6398,14889
21539,6,Air_India,1146,AI-9720,1,Economy,6501,15467
21540,5,Indigo,736,6E-6749,1,Economy,6502,15766
21541,3,Vistara,1087,UK-774,1,Economy,6503,16773
21542,3,Vistara,1087,UK-774,1,Economy,6504,16983
21543,3,Vistara,1087,UK-774,1,Economy,6505,17082
21544,5,Indigo,864,6E-6339,1,Economy,6410,20139
21545,2,AirAsia,1064,I5-588,1,Economy,6478,26360
21546,2,AirAsia,1104,I5-552,1,Economy,6481,6490
21547,6,Air_India,1061,AI-402,1,Economy,6377,6489
21548,6,Air_India,1062,AI-768,1,Economy,6377,6489
21549,1,SpiceJet,1085,SG-4027,1,Economy,6376,6488
21550,1,SpiceJet,1088,SG-4031,1,Economy,6376,6488
21551,5,Indigo,1067,6E-135,1,Economy,6377,6489
21552,5,Indigo,1112,6E-7583,1,Economy,6377,6489
21553,5,Indigo,1137,6E-294,1,Economy,6377,6489
21554,1,SpiceJet,1114,SG-4025,1,Economy,2158,6594
21555,1,SpiceJet,1073,SG-337,1,Economy,2158,6594
21556,5,Indigo,1122,6E-2474,1,Economy,6457,6804
21557,5,Indigo,1144,6E-2516,1,Economy,6457,6804
21558,5,Indigo,112,6E-282,1,Economy,6379,6977
21559,4,GO_FIRST,1092,G8-227,1,Economy,6506,7066
21560,5,Indigo,1099,6E-6344,1,Economy,4053,7466
21561,5,Indigo,1145,6E-757,1,Economy,4053,7466
21562,3,Vistara,122,UK-706,1,Economy,2962,8064
21563,3,Vistara,1109,UK-720,1,Economy,2962,8064
21564,5,Indigo,1075,6E-599,1,Economy,6507,7749
21565,5,Indigo,1057,6E-487,1,Economy,2962,8064
21566,3,Vistara,1068,UK-778,1,Economy,2921,8589
21567,5,Indigo,1126,6E-6616,1,Economy,6382,8930
21568,5,Indigo,735,6E-6014,1,Economy,6382,8930
21569,5,Indigo,1105,6E-139,1,Economy,6385,9419
21570,5,Indigo,1110,6E-7561,1,Economy,2721,9907
21571,5,Indigo,1119,6E-496,1,Economy,2721,9907
21572,5,Indigo,1102,6E-895,1,Economy,6493,10883
21573,5,Indigo,1151,6E-563,1,Economy,6493,10883
21574,6,Air_India,1138,AI-732,1,Economy,6508,11035
21575,6,Air_India,1107,AI-9745,1,Economy,6162,11214
21576,6,Air_India,1138,AI-732,1,Economy,6509,11665
21577,6,Air_India,1149,AI-729,1,Economy,6460,11844
21578,6,Air_India,1130,AI-9755,1,Economy,6460,11844
21579,5,Indigo,1105,6E-139,1,Economy,6428,11860
21580,5,Indigo,1115,6E-261,1,Economy,6510,12160
21581,5,Indigo,1150,6E-6965,1,Economy,2742,12348
21582,6,Air_India,1089,AI-765,1,Economy,6432,13524
21583,5,Indigo,1081,6E-417,1,Economy,6511,13813
21584,5,Indigo,736,6E-6749,1,Economy,6511,13813
21585,6,Air_India,1089,AI-765,1,Economy,6394,13944
21586,3,Vistara,1080,UK-772,1,Economy,6398,14889
21587,6,Air_India,1152,AI-713,1,Economy,6512,14722
21588,5,Indigo,1074,6E-6488,1,Economy,6397,14789
21589,3,Vistara,1080,UK-772,1,Economy,6400,15309
21590,3,Vistara,1080,UK-772,1,Economy,6513,15624
21591,5,Indigo,1091,6E-634,1,Economy,1560,15278
21592,4,GO_FIRST,1132,G8-393,1,Economy,6514,17777
21593,3,Vistara,1080,UK-772,1,Economy,6515,19915
21594,6,Air_India,1117,AI-787,1,Economy,6516,19657
21595,3,Vistara,1109,UK-720,1,Economy,2158,6594
21596,2,AirAsia,1064,I5-588,1,Economy,3055,6353
21597,5,Indigo,1066,6E-898,1,Economy,6377,6489
21598,5,Indigo,1063,6E-7234,1,Economy,6377,6489
21599,1,SpiceJet,1108,SG-3281,1,Economy,2158,6594
21600,5,Indigo,1078,6E-404,1,Economy,6457,6804
21601,4,GO_FIRST,1077,G8-102,1,Economy,6506,7066
21602,5,Indigo,1125,6E-2127,1,Economy,2855,7434
21603,5,Indigo,1065,6E-854,1,Economy,2855,7434
21604,5,Indigo,1144,6E-2516,1,Economy,2855,7434
21605,5,Indigo,1084,6E-994,1,Economy,4053,7466
21606,5,Indigo,1086,6E-6021,1,Economy,4053,7466
21607,5,Indigo,1147,6E-375,1,Economy,4053,7466
21608,6,Air_India,1061,AI-402,1,Economy,6507,7749
21609,5,Indigo,1145,6E-757,1,Economy,4675,7954
21610,5,Indigo,1151,6E-563,1,Economy,4675,7954
21611,5,Indigo,1071,6E-715,1,Economy,6517,8006
21612,5,Indigo,1075,6E-599,1,Economy,2962,8064
21613,6,Air_India,1107,AI-9745,1,Economy,4525,8904
21614,6,Air_India,1146,AI-9720,1,Economy,4525,8904
21615,5,Indigo,864,6E-6339,1,Economy,6385,9419
21616,6,Air_India,1138,AI-732,1,Economy,6518,9775
21617,5,Indigo,1129,6E-7623,1,Economy,2721,9907
21618,6,Air_India,1062,AI-768,1,Economy,6386,10059
21619,6,Air_India,1148,AI-9929,1,Economy,6519,10102
21620,5,Indigo,1076,6E-394,1,Economy,1212,10112
21621,6,Air_India,1146,AI-9720,1,Economy,12,10470
21622,6,Air_India,1146,AI-9720,1,Economy,3266,10584
21623,5,Indigo,1081,6E-417,1,Economy,6493,10883
21624,6,Air_India,1134,AI-745,1,Economy,6520,11152
21625,5,Indigo,1124,6E-811,1,Economy,6521,11370
21626,6,Air_India,1138,AI-732,1,Economy,6522,11560
21627,6,Air_India,1107,AI-9745,1,Economy,6523,11739
21628,5,Indigo,1150,6E-6965,1,Economy,6428,11860
21629,5,Indigo,736,6E-6749,1,Economy,2742,12348
21630,1,SpiceJet,1118,SG-3839,1,Economy,4755,12686
21631,1,SpiceJet,1088,SG-4031,1,Economy,6524,12773
21632,6,Air_India,1153,AI-715,1,Economy,5780,14197
21633,6,Air_India,1082,AI-773,1,Economy,1562,14364
21634,6,Air_India,1133,AI-526,1,Economy,6525,14574
21635,3,Vistara,1083,UK-776,1,Economy,6526,15519
21636,6,Air_India,1079,AI-676,1,Economy,6527,15204
21637,3,Vistara,1083,UK-776,1,Economy,6528,15834
21638,4,GO_FIRST,1132,G8-393,1,Economy,6529,16831
21639,3,Vistara,1087,UK-774,1,Economy,6530,17193
21640,3,Vistara,1080,UK-772,1,Economy,6531,17618
21641,3,Vistara,1087,UK-774,1,Economy,3326,17922
21642,1,SpiceJet,1073,SG-337,1,Economy,6532,20531
21643,2,AirAsia,1154,I5-583,1,Economy,1,5953
21644,2,AirAsia,1051,I5-582,1,Economy,1,5953
21645,2,AirAsia,1111,I5-319,1,Economy,1,5953
21646,2,AirAsia,1053,I5-1563,1,Economy,1,5953
21647,2,AirAsia,1155,I5-5406,1,Economy,1,5953
21648,1,SpiceJet,1085,SG-4027,1,Economy,6457,6804
21649,5,Indigo,1084,6E-994,1,Economy,6379,6977
21650,5,Indigo,1058,6E-224,1,Economy,6380,7119
21651,3,Vistara,1136,UK-708,1,Economy,5329,7539
21652,2,AirAsia,1104,I5-552,1,Economy,3933,7304
21653,5,Indigo,1156,6E-318,1,Economy,4053,7466
21654,3,Vistara,1101,UK-738,1,Economy,2962,8064
21655,5,Indigo,1057,6E-487,1,Economy,6507,7749
21656,2,AirAsia,1103,I5-547,1,Economy,6425,7934
21657,5,Indigo,1156,6E-318,1,Economy,4675,7954
21658,5,Indigo,1067,6E-135,1,Economy,6517,8006
21659,5,Indigo,1076,6E-394,1,Economy,6426,8442
21660,2,AirAsia,1052,I5-2473,1,Economy,6383,8954
21661,3,Vistara,1068,UK-778,1,Economy,4385,9324
21662,5,Indigo,1086,6E-6021,1,Economy,6385,9419
21663,5,Indigo,735,6E-6014,1,Economy,6385,9419
21664,1,SpiceJet,1118,SG-3839,1,Economy,4864,11216
21665,5,Indigo,1110,6E-7561,1,Economy,5863,11372
21666,1,SpiceJet,1088,SG-4031,1,Economy,6533,12667
21667,1,SpiceJet,1114,SG-4025,1,Economy,6534,12877
21668,3,Vistara,1087,UK-774,1,Economy,6498,13734
21669,5,Indigo,1115,6E-261,1,Economy,6486,13419
21670,5,Indigo,1150,6E-6965,1,Economy,6511,13813
21671,3,Vistara,1087,UK-774,1,Economy,6527,15204
21672,6,Air_India,1133,AI-526,1,Economy,6535,14994
21673,1,SpiceJet,1073,SG-337,1,Economy,6536,15071
21674,5,Indigo,1074,6E-6488,1,Economy,1560,15278
21675,6,Air_India,827,AI-573,1,Economy,6436,16569
21676,3,Vistara,1087,UK-774,1,Economy,6537,17823
21677,6,Air_India,1089,AI-765,1,Economy,6538,17619
21678,3,Vistara,1087,UK-774,1,Economy,6539,18174
21679,3,Vistara,1083,UK-776,1,Economy,1909,19180
21680,3,Vistara,1080,UK-772,1,Economy,6412,20808
21681,6,Air_India,1117,AI-787,1,Economy,6540,23962
21682,3,Vistara,1136,UK-708,1,Economy,2158,6594
21683,3,Vistara,1101,UK-738,1,Economy,2158,6594
21684,2,AirAsia,1104,I5-552,1,Economy,3603,6797
21685,2,AirAsia,1053,I5-1563,1,Economy,6378,6820
21686,6,Air_India,1062,AI-768,1,Economy,3043,7329
21687,5,Indigo,1057,6E-487,1,Economy,2855,7434
21688,2,AirAsia,1051,I5-582,1,Economy,4053,7466
21689,5,Indigo,1157,6E-123,1,Economy,4053,7466
21690,5,Indigo,1158,6E-245,1,Economy,4053,7466
21691,5,Indigo,1084,6E-994,1,Economy,4675,7954
21692,5,Indigo,1110,6E-7561,1,Economy,4675,7954
21693,5,Indigo,1126,6E-6616,1,Economy,6517,8006
21694,2,AirAsia,1103,I5-547,1,Economy,6541,8247
21695,6,Air_India,1146,AI-9720,1,Economy,6458,9534
21696,5,Indigo,864,6E-6339,1,Economy,2721,9907
21697,5,Indigo,1145,6E-757,1,Economy,2721,9907
21698,1,SpiceJet,1073,SG-337,1,Economy,6542,10137
21699,6,Air_India,1138,AI-732,1,Economy,6543,10405
21700,5,Indigo,1086,6E-6021,1,Economy,6493,10883
21701,6,Air_India,1146,AI-9720,1,Economy,6544,10942
21702,6,Air_India,1148,AI-9929,1,Economy,6544,10942
21703,6,Air_India,1134,AI-745,1,Economy,6545,11782
21704,5,Indigo,1126,6E-6616,1,Economy,6392,11792
21705,1,SpiceJet,1088,SG-4031,1,Economy,6546,12195
21706,1,SpiceJet,1114,SG-4025,1,Economy,6547,12457
21707,5,Indigo,1150,6E-6965,1,Economy,6430,12836
21708,5,Indigo,1137,6E-294,1,Economy,6430,12836
21709,5,Indigo,1115,6E-261,1,Economy,6548,13104
21710,4,GO_FIRST,1132,G8-393,1,Economy,6486,13419
21711,6,Air_India,1146,AI-9720,1,Economy,6549,13839
21712,5,Indigo,736,6E-6749,1,Economy,6434,14301
21713,5,Indigo,1112,6E-7583,1,Economy,3608,14627
21714,6,Air_India,1133,AI-526,1,Economy,6398,14889
21715,6,Air_India,1133,AI-526,1,Economy,6400,15309
21716,2,AirAsia,1111,I5-319,1,Economy,6399,15414
21717,4,GO_FIRST,1055,G8-519,1,Economy,6550,15540
21718,3,Vistara,1080,UK-772,1,Economy,6404,16464
21719,3,Vistara,1080,UK-772,1,Economy,6405,16989
21720,3,Vistara,1083,UK-776,1,Economy,6551,17665
21721,3,Vistara,1080,UK-772,1,Economy,6551,17665
21722,3,Vistara,1083,UK-776,1,Economy,6552,17718
21723,3,Vistara,1080,UK-772,1,Economy,6552,17718
21724,4,GO_FIRST,1139,G8-789,1,Economy,6514,17777
21725,3,Vistara,1083,UK-776,1,Economy,6553,18550
21726,6,Air_India,1082,AI-773,1,Economy,6554,18669
21727,6,Air_India,1138,AI-732,1,Economy,6554,18669
21728,5,Indigo,1081,6E-417,1,Economy,6555,21032
21729,2,AirAsia,1064,I5-588,1,Economy,6556,23945
21730,2,AirAsia,1064,I5-588,1,Economy,6557,24363
21731,2,AirAsia,1131,I5-2991,1,Economy,1,5953
21732,2,AirAsia,1159,I5-830,1,Economy,6481,6490
21733,4,GO_FIRST,1160,G8-537,1,Economy,6376,6488
21734,4,GO_FIRST,1161,G8-532,1,Economy,6376,6488
21735,4,GO_FIRST,1162,G8-125,1,Economy,6376,6488
21736,4,GO_FIRST,1163,G8-295,1,Economy,6376,6488
21737,5,Indigo,1076,6E-394,1,Economy,6377,6489
21738,3,Vistara,1109,UK-720,1,Economy,5359,6909
21739,1,SpiceJet,1093,SG-8130,1,Economy,2158,6594
21740,1,SpiceJet,1118,SG-3839,1,Economy,2158,6594
21741,5,Indigo,1125,6E-2127,1,Economy,6457,6804
21742,2,AirAsia,915,I5-991,1,Economy,6378,6820
21743,2,AirAsia,1052,I5-2473,1,Economy,6378,6820
21744,6,Air_India,1061,AI-402,1,Economy,5359,6909
21745,5,Indigo,1081,6E-417,1,Economy,6379,6977
21746,4,GO_FIRST,1164,G8-626,1,Economy,777,6995
21747,5,Indigo,1137,6E-294,1,Economy,4053,7466
21748,2,AirAsia,1064,I5-588,1,Economy,4053,7466
21749,5,Indigo,864,6E-6339,1,Economy,4675,7954
21750,5,Indigo,1126,6E-6616,1,Economy,4675,7954
21751,5,Indigo,1165,6E-6087,1,Economy,4675,7954
21752,5,Indigo,736,6E-6749,1,Economy,4675,7954
21753,5,Indigo,1150,6E-6965,1,Economy,4675,7954
21754,5,Indigo,1147,6E-375,1,Economy,6426,8442
21755,5,Indigo,1110,6E-7561,1,Economy,6382,8930
21756,4,GO_FIRST,1166,G8-787,1,Economy,3888,9401
21757,5,Indigo,1150,6E-6965,1,Economy,6385,9419
21758,5,Indigo,1129,6E-7623,1,Economy,6558,10322
21759,1,SpiceJet,1073,SG-337,1,Economy,6559,10715
21760,6,Air_India,1134,AI-745,1,Economy,1374,12097
21761,6,Air_India,1127,AI-424,1,Economy,6560,12369
21762,6,Air_India,1107,AI-9745,1,Economy,6560,12369
21763,4,GO_FIRST,1167,G8-7562,1,Economy,6561,13386
21764,4,GO_FIRST,1168,G8-7560,1,Economy,6486,13419
21765,3,Vistara,1087,UK-774,1,Economy,1562,14364
21766,6,Air_India,1127,AI-424,1,Economy,6562,14932
21767,6,Air_India,1082,AI-773,1,Economy,6488,15729
21768,3,Vistara,1087,UK-774,1,Economy,6563,16111
21769,3,Vistara,1080,UK-772,1,Economy,6563,16111
21770,3,Vistara,1087,UK-774,1,Economy,6564,16883
21771,6,Air_India,1117,AI-787,1,Economy,6565,17452
21772,6,Air_India,1089,AI-765,1,Economy,6566,19719
21773,2,AirAsia,915,I5-991,1,Economy,1,5953
21774,2,AirAsia,1052,I5-2473,1,Economy,1,5953
21775,3,Vistara,122,UK-706,1,Economy,6377,6489
21776,3,Vistara,1109,UK-720,1,Economy,6377,6489
21777,5,Indigo,1144,6E-2516,1,Economy,6377,6489
21778,1,SpiceJet,1073,SG-337,1,Economy,6376,6488
21779,5,Indigo,1086,6E-6021,1,Economy,6377,6489
21780,5,Indigo,1115,6E-261,1,Economy,6377,6489
21781,5,Indigo,1169,6E-893,1,Economy,6377,6489
21782,5,Indigo,1110,6E-7561,1,Economy,6377,6489
21783,5,Indigo,112,6E-282,1,Economy,6377,6489
21784,3,Vistara,1068,UK-778,1,Economy,6482,7224
21785,5,Indigo,1137,6E-294,1,Economy,6379,6977
21786,4,GO_FIRST,1162,G8-125,1,Economy,777,6995
21787,5,Indigo,1135,6E-7264,1,Economy,4053,7466
21788,5,Indigo,1126,6E-6616,1,Economy,4053,7466
21789,5,Indigo,735,6E-6014,1,Economy,6426,8442
21790,5,Indigo,1076,6E-394,1,Economy,6385,9419
21791,6,Air_India,1107,AI-9745,1,Economy,3947,10164
21792,6,Air_India,1170,AI-781,1,Economy,6460,11844
21793,5,Indigo,736,6E-6749,1,Economy,6428,11860
21794,6,Air_India,1152,AI-713,1,Economy,6567,13672
21795,6,Air_India,1082,AI-773,1,Economy,6394,13944
21796,3,Vistara,1087,UK-774,1,Economy,6568,14667
21797,3,Vistara,1080,UK-772,1,Economy,6568,14667
21798,6,Air_India,1140,AI-747,1,Economy,1562,14364
21799,3,Vistara,1080,UK-772,1,Economy,6569,14772
21800,3,Vistara,1083,UK-776,1,Economy,6570,15203
21801,6,Air_India,1140,AI-747,1,Economy,6398,14889
21802,2,AirAsia,1064,I5-588,1,Economy,1,5953
21803,3,Vistara,122,UK-706,1,Economy,2158,6594
21804,5,Indigo,1065,6E-854,1,Economy,6377,6489
21805,5,Indigo,1151,6E-563,1,Economy,6377,6489
21806,5,Indigo,1165,6E-6087,1,Economy,6379,6977
21807,5,Indigo,1076,6E-394,1,Economy,4053,7466
21808,5,Indigo,1129,6E-7623,1,Economy,4053,7466
21809,5,Indigo,1150,6E-6965,1,Economy,4053,7466
21810,6,Air_India,1107,AI-9745,1,Economy,3352,7844
21811,5,Indigo,1086,6E-6021,1,Economy,6426,8442
21812,5,Indigo,1137,6E-294,1,Economy,6426,8442
21813,5,Indigo,864,6E-6339,1,Economy,6382,8930
21814,5,Indigo,1147,6E-375,1,Economy,6385,9419
21815,5,Indigo,1071,6E-715,1,Economy,6571,9471
21816,5,Indigo,736,6E-6749,1,Economy,2721,9907
21817,6,Air_India,1127,AI-424,1,Economy,6572,9954
21818,6,Air_India,1146,AI-9720,1,Economy,6519,10102
21819,6,Air_India,1146,AI-9720,1,Economy,3947,10164
21820,6,Air_India,1127,AI-424,1,Economy,6573,11362
21821,5,Indigo,1150,6E-6965,1,Economy,5863,11372
21822,6,Air_India,1152,AI-713,1,Economy,5780,14197
21823,3,Vistara,1080,UK-772,1,Economy,6574,14720
21824,6,Air_India,827,AI-573,1,Economy,6398,14889
21825,3,Vistara,1083,UK-776,1,Economy,6472,16059
21826,1,SpiceJet,1171,SG-1058,1,Economy,6376,6488
21827,3,Vistara,1068,UK-778,1,Economy,2158,6594
21828,5,Indigo,1057,6E-487,1,Economy,6377,6489
21829,5,Indigo,1099,6E-6344,1,Economy,6377,6489
21830,5,Indigo,1126,6E-6616,1,Economy,6377,6489
21831,5,Indigo,1105,6E-139,1,Economy,6377,6489
21832,5,Indigo,1081,6E-417,1,Economy,6377,6489
21833,1,SpiceJet,1088,SG-4031,1,Economy,2158,6594
21834,6,Air_India,1062,AI-768,1,Economy,5359,6909
21835,5,Indigo,1086,6E-6021,1,Economy,6379,6977
21836,5,Indigo,736,6E-6749,1,Economy,6379,6977
21837,5,Indigo,1150,6E-6965,1,Economy,6379,6977
21838,5,Indigo,735,6E-6014,1,Economy,4053,7466
21839,5,Indigo,1110,6E-7561,1,Economy,4053,7466
21840,5,Indigo,1169,6E-893,1,Economy,4675,7954
21841,5,Indigo,112,6E-282,1,Economy,4675,7954
21842,4,GO_FIRST,1164,G8-626,1,Economy,6575,12456
21843,4,GO_FIRST,1162,G8-125,1,Economy,6575,12456
21844,3,Vistara,1083,UK-776,1,Economy,6432,13524
21845,3,Vistara,1083,UK-776,1,Economy,6433,13629
21846,6,Air_India,1140,AI-747,1,Economy,6488,15729
21847,5,Indigo,1145,6E-757,1,Economy,6435,16412
21848,3,Vistara,1083,UK-776,1,Economy,6473,16767
21849,6,Air_India,1117,AI-787,1,Economy,6576,20392
21850,1,SpiceJet,1121,SG-1077,1,Economy,6577,4177
21851,1,SpiceJet,1050,SG-8264,1,Economy,6577,4177
21852,1,SpiceJet,1093,SG-8130,1,Economy,6577,4177
21853,1,SpiceJet,1108,SG-3281,1,Economy,6376,6488
21854,5,Indigo,1147,6E-375,1,Economy,6377,6489
21855,5,Indigo,735,6E-6014,1,Economy,6377,6489
21856,5,Indigo,1129,6E-7623,1,Economy,6377,6489
21857,5,Indigo,1065,6E-854,1,Economy,6380,7119
21858,6,Air_India,1094,AI-763,1,Economy,3043,7329
21859,5,Indigo,1075,6E-599,1,Economy,2855,7434
21860,6,Air_India,1062,AI-768,1,Economy,6507,7749
21861,5,Indigo,1059,6E-6513,1,Economy,4675,7954
21862,5,Indigo,1137,6E-294,1,Economy,4675,7954
21863,6,Air_India,1138,AI-732,1,Economy,6578,8425
21864,5,Indigo,1081,6E-417,1,Economy,6426,8442
21865,5,Indigo,1071,6E-715,1,Economy,6579,8495
21866,6,Air_India,1134,AI-745,1,Economy,5871,8527
21867,1,SpiceJet,1073,SG-337,1,Economy,5250,8708
21868,6,Air_India,1070,AI-721,1,Economy,6580,8821
21869,5,Indigo,1150,6E-6965,1,Economy,6382,8930
21870,4,GO_FIRST,1162,G8-125,1,Economy,6384,9114
21871,3,Vistara,1087,UK-774,1,Economy,6581,9920
21872,3,Vistara,1087,UK-774,1,Economy,6582,10180
21873,3,Vistara,1087,UK-774,1,Economy,6583,10495
21874,3,Vistara,1083,UK-776,1,Economy,4669,10600
21875,3,Vistara,1087,UK-774,1,Economy,4740,10605
21876,6,Air_India,1133,AI-526,1,Economy,6584,10297
21877,3,Vistara,1083,UK-776,1,Economy,4719,10915
21878,3,Vistara,1083,UK-776,1,Economy,2519,11025
21879,6,Air_India,1133,AI-526,1,Economy,6585,10794
21880,5,Indigo,1145,6E-757,1,Economy,6493,10883
21881,4,GO_FIRST,1132,G8-393,1,Economy,6586,11031
21882,6,Air_India,1133,AI-526,1,Economy,6162,11214
21883,6,Air_India,1138,AI-732,1,Economy,6587,12145
21884,3,Vistara,1087,UK-774,1,Economy,6588,12564
21885,6,Air_India,1089,AI-765,1,Economy,999,12222
21886,3,Vistara,1087,UK-774,1,Economy,6589,12879
21887,3,Vistara,1083,UK-776,1,Economy,6589,12879
21888,6,Air_India,1089,AI-765,1,Economy,6590,12642
21889,6,Air_India,1082,AI-773,1,Economy,6591,13090
21890,6,Air_India,1082,AI-773,1,Economy,6592,13405
21891,3,Vistara,1083,UK-776,1,Economy,6394,13944
21892,6,Air_India,1082,AI-773,1,Economy,6593,14350
21893,6,Air_India,1138,AI-732,1,Economy,1562,14364
21894,6,Air_India,1138,AI-732,1,Economy,1945,14784
21895,6,Air_India,1079,AI-676,1,Economy,1945,14784
21896,3,Vistara,1080,UK-772,1,Economy,6594,15486
21897,3,Vistara,1087,UK-774,1,Economy,519,16825
21898,3,Vistara,1083,UK-776,1,Economy,6505,17082
21899,6,Air_India,1095,AI-770,1,Economy,6595,3016
21900,2,AirAsia,1051,I5-582,1,Economy,2975,3014
21901,2,AirAsia,1154,I5-583,1,Economy,2975,3014
21902,2,AirAsia,1131,I5-2991,1,Economy,2975,3014
21903,2,AirAsia,1053,I5-1563,1,Economy,2975,3014
21904,2,AirAsia,1111,I5-319,1,Economy,2975,3014
21905,2,AirAsia,1104,I5-552,1,Economy,1595,3999
21906,2,AirAsia,1159,I5-830,1,Economy,1595,3999
21907,2,AirAsia,1103,I5-547,1,Economy,1595,3999
21908,3,Vistara,1136,UK-708,1,Economy,5132,4001
21909,4,GO_FIRST,1166,G8-787,1,Economy,4312,3644
21910,2,AirAsia,1064,I5-588,1,Economy,733,3911
21911,2,AirAsia,915,I5-991,1,Economy,733,3911
21912,2,AirAsia,1051,I5-582,1,Economy,733,3911
21913,2,AirAsia,1052,I5-2473,1,Economy,733,3911
21914,2,AirAsia,1131,I5-2991,1,Economy,733,3911
21915,2,AirAsia,1053,I5-1563,1,Economy,733,3911
21916,5,Indigo,1122,6E-2474,1,Economy,1595,3999
21917,4,GO_FIRST,1092,G8-227,1,Economy,1595,3999
21918,5,Indigo,1058,6E-224,1,Economy,1595,3999
21919,5,Indigo,1100,6E-6324,1,Economy,1595,3999
21920,5,Indigo,1143,6E-875,1,Economy,5520,4276
21921,6,Air_India,1107,AI-9745,1,Economy,4452,4347
21922,5,Indigo,1078,6E-404,1,Economy,6596,4389
21923,1,SpiceJet,1118,SG-3839,1,Economy,878,4434
21924,6,Air_India,1094,AI-763,1,Economy,3173,4631
21925,6,Air_India,1061,AI-402,1,Economy,3173,4631
21926,6,Air_India,1062,AI-768,1,Economy,3173,4631
21927,5,Indigo,1102,6E-895,1,Economy,4637,4663
21928,5,Indigo,1144,6E-2516,1,Economy,2983,4809
21929,3,Vistara,122,UK-706,1,Economy,6597,5261
21930,3,Vistara,1109,UK-720,1,Economy,6597,5261
21931,3,Vistara,1068,UK-778,1,Economy,6597,5261
21932,3,Vistara,1101,UK-738,1,Economy,6597,5261
21933,4,GO_FIRST,1077,G8-102,1,Economy,1363,4994
21934,1,SpiceJet,1108,SG-3281,1,Economy,1888,5120
21935,1,SpiceJet,1114,SG-4025,1,Economy,1888,5120
21936,1,SpiceJet,1088,SG-4031,1,Economy,1888,5120
21937,5,Indigo,1057,6E-487,1,Economy,3126,5229
21938,5,Indigo,1112,6E-7583,1,Economy,3126,5229
21939,4,GO_FIRST,1162,G8-125,1,Economy,686,5241
21940,6,Air_India,1170,AI-781,1,Economy,3096,5513
21941,5,Indigo,1110,6E-7561,1,Economy,6598,5683
21942,5,Indigo,1074,6E-6488,1,Economy,6599,5821
21943,5,Indigo,1076,6E-394,1,Economy,6600,6006
21944,3,Vistara,1087,UK-774,1,Economy,1504,6461
21945,5,Indigo,1075,6E-599,1,Economy,6601,6174
21946,5,Indigo,112,6E-282,1,Economy,6602,6606
21947,4,GO_FIRST,1163,G8-295,1,Economy,6603,6294
21948,4,GO_FIRST,1167,G8-7562,1,Economy,4113,6324
21949,4,GO_FIRST,1097,G8-512,1,Economy,4113,6324
21950,6,Air_India,1079,AI-676,1,Economy,582,6339
21951,2,AirAsia,915,I5-991,1,Economy,3055,6353
21952,5,Indigo,1115,6E-261,1,Economy,354,6449
21953,5,Indigo,1156,6E-318,1,Economy,6377,6489
21954,5,Indigo,1067,6E-135,1,Economy,1663,6542
21955,3,Vistara,1087,UK-774,1,Economy,5172,6955
21956,6,Air_India,1079,AI-676,1,Economy,497,6654
21957,3,Vistara,1083,UK-776,1,Economy,1980,7056
21958,3,Vistara,1080,UK-772,1,Economy,1980,7056
21959,1,SpiceJet,1073,SG-337,1,Economy,5545,6753
21960,3,Vistara,1087,UK-774,1,Economy,6604,7145
21961,6,Air_India,1082,AI-773,1,Economy,6605,6845
21962,3,Vistara,1080,UK-772,1,Economy,6606,7291
21963,5,Indigo,1169,6E-893,1,Economy,2960,6962
21964,4,GO_FIRST,1164,G8-626,1,Economy,6607,6966
21965,5,Indigo,1063,6E-7234,1,Economy,6379,6977
21966,6,Air_India,1152,AI-713,1,Economy,6608,7076
21967,6,Air_India,1089,AI-765,1,Economy,3652,7124
21968,3,Vistara,1080,UK-772,1,Economy,6609,7691
21969,3,Vistara,1083,UK-776,1,Economy,6609,7691
21970,6,Air_India,827,AI-573,1,Economy,6610,7684
21971,6,Air_India,1089,AI-765,1,Economy,6611,8069
21972,4,GO_FIRST,1168,G8-7560,1,Economy,6612,8089
21973,6,Air_India,827,AI-573,1,Economy,6613,8104
21974,3,Vistara,1087,UK-774,1,Economy,1398,8609
21975,1,SpiceJet,1072,SG-3229,1,Economy,2733,9136
21976,6,Air_India,827,AI-573,1,Economy,6614,8524
21977,3,Vistara,1087,UK-774,1,Economy,6615,9074
21978,3,Vistara,1083,UK-776,1,Economy,3942,9350
21979,1,SpiceJet,1085,SG-4027,1,Economy,2733,9136
21980,3,Vistara,1087,UK-774,1,Economy,6616,9539
